seqnames,start,end,width,strand,refGenome,reads,patient,sampleName,GTSP,timePoint,timePointDays,timePointMonths,dataSource,posid,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,cellType
chr22,38492026,38492180,155,-,hg38,1,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr22-38492180,TRUE,DDX17,-,FALSE,TRUE,-0,DNAL4,286326,-,BCR,15174142,+,WHOLE BLOOD
chr15,38765465,38765765,301,-,hg38,22,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr15-38765765,FALSE,C15orf53,+,FALSE,FALSE,65726,RASGRP1,-200958,-,None.found,Inf,None.found,WHOLE BLOOD
chr21,38826171,38826351,181,+,hg38,5,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr21+38826171,FALSE,ETS2,+,FALSE,TRUE,1215,ETS2,1215,+,RUNX1,-3776872,-,WHOLE BLOOD
chr7,38891154,38891380,227,+,hg38,37,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr7+38891154,TRUE,VPS41,-,FALSE,FALSE,0,POU6F2,-86853,+,None.found,Inf,None.found,WHOLE BLOOD
chr9,39296834,39296900,67,+,hg38,3,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr9+39296834,FALSE,CNTNAP3,-,FALSE,FALSE,-8530,PAX5,-2262354,-,JAK2,34168650,+,WHOLE BLOOD
chr1,39427429,39427860,432,-,hg38,6,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr1-39427860,TRUE,MACF1,+,FALSE,FALSE,-0,MACF1,-0,+,LCK,7141692,+,WHOLE BLOOD
chr1,39428380,39428939,560,+,hg38,1,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr1+39428380,TRUE,MACF1,+,FALSE,TRUE,-0,MACF1,-0,+,LCK,7142212,+,WHOLE BLOOD
chr17,39529349,39529653,305,+,hg38,36,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+39529349,TRUE,CDK12,+,FALSE,TRUE,-0,PPP1R1B,-97573,+,None.found,Inf,None.found,WHOLE BLOOD
chr17,39982007,39982145,139,+,hg38,213,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+39982007,TRUE,PSMD3,+,FALSE,TRUE,0,GSDMA,4240,+,None.found,Inf,None.found,WHOLE BLOOD
chr19,40082011,40082441,431,-,hg38,2,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19-40082441,TRUE,ZNF780A,-,FALSE,TRUE,0,AKT2,147874,-,JUND,-21800784,-,WHOLE BLOOD
chr22,40083832,40083945,114,+,hg38,178,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr22+40083832,TRUE,TNRC6B,+,FALSE,TRUE,0,MKL1,326447,-,BCR,16765794,+,WHOLE BLOOD
chr19,40086675,40086885,211,+,hg38,45,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19+40086675,TRUE,ZNF780A,-,FALSE,FALSE,0,AKT2,143640,-,JUND,-21805018,-,WHOLE BLOOD
chr22,40089270,40089598,329,+,hg38,29,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr22+40089270,TRUE,TNRC6B,+,FALSE,TRUE,0,MKL1,321009,-,BCR,16771232,+,WHOLE BLOOD
chr22,40199355,40199411,57,+,hg38,1,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr22+40199355,TRUE,TNRC6B,+,FALSE,TRUE,-0,MKL1,210924,-,BCR,16881317,+,WHOLE BLOOD
chr17,40241290,40241376,87,+,hg38,239,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+40241290,TRUE,WIPF2,+,FALSE,TRUE,0,CDC6,-46602,+,None.found,Inf,None.found,WHOLE BLOOD
chr19,40299075,40299110,36,+,hg38,153,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19+40299075,FALSE,AKT2,-,FALSE,FALSE,-13679,AKT2,-13679,-,JUND,-22017418,-,WHOLE BLOOD
chr14,40335303,40335620,318,-,hg38,8,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr14-40335620,FALSE,LINC02315,+,FALSE,FALSE,-619089,FOXA1,-2740499,-,TCL1A,55374345,-,WHOLE BLOOD
chr12,40365754,40365930,177,-,hg38,243,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr12-40365930,TRUE,LRRK2,+,FALSE,FALSE,-0,ARID2,-5363777,+,ETV6,28470527,+,WHOLE BLOOD
chr22,40476248,40476655,408,+,hg38,2,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr22+40476248,TRUE,MKL1,-,FALSE,FALSE,-0,MKL1,-0,-,BCR,17158210,+,WHOLE BLOOD
chrX,40596608,40596733,126,-,hg38,159,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chrX-40596733,TRUE,ATP6AP2,+,FALSE,FALSE,-0,BCOR,-419403,-,MTCP1,114467299,-,WHOLE BLOOD
chr12,40727746,40727921,176,-,hg38,165,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr12-40727921,TRUE,CNTN1,+,FALSE,FALSE,0,ARID2,-5001786,+,ETV6,28832518,+,WHOLE BLOOD
chr13,40776364,40776402,39,-,hg38,1,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr13-40776402,FALSE,MRPS31,-,FALSE,TRUE,-5190,FOXO1,-109804,-,CDX2,-12807033,-,WHOLE BLOOD
chr12,40798330,40798427,98,+,hg38,8,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr12+40798330,TRUE,CNTN1,+,FALSE,TRUE,0,ARID2,-4931377,+,ETV6,28902927,+,WHOLE BLOOD
chr22,40854250,40854537,288,-,hg38,46,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr22-40854537,TRUE,ST13,-,FALSE,TRUE,0,ST13,0,-,BCR,17536499,+,WHOLE BLOOD
chr9,41014111,41014265,155,+,hg38,19,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr9+41014111,TRUE,"FRG1HP,PGM5P2","+,-",TRUE,FALSE,-0,PAX5,-3979631,-,JAK2,35885927,+,WHOLE BLOOD
chr22,41115291,41115825,535,-,hg38,1,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr22-41115825,TRUE,EP300,+,FALSE,FALSE,0,EP300,0,+,BCR,17797787,+,WHOLE BLOOD
chr22,41139511,41139585,75,-,hg38,257,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr22-41139585,TRUE,EP300,+,FALSE,FALSE,-0,EP300,-0,+,BCR,17821547,+,WHOLE BLOOD
chr1,41214613,41214832,220,-,hg38,12,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr1-41214832,TRUE,SCMH1,-,FALSE,TRUE,0,HIVEP3,291531,-,TAL1,6001456,-,WHOLE BLOOD
chr15,41629890,41630316,427,+,hg38,6,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr15+41629890,FALSE,MGA,+,FALSE,TRUE,-30520,TYRO3,50551,+,None.found,Inf,None.found,WHOLE BLOOD
chr15,41675562,41675763,202,-,hg38,48,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr15-41675763,TRUE,MGA,+,FALSE,FALSE,0,TYRO3,96424,+,None.found,Inf,None.found,WHOLE BLOOD
chr15,41679209,41679535,327,-,hg38,46,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr15-41679535,TRUE,MGA,+,FALSE,FALSE,0,TYRO3,100196,+,None.found,Inf,None.found,WHOLE BLOOD
chr13,41692145,41692310,166,+,hg38,132,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr13+41692145,TRUE,VWA8,-,FALSE,FALSE,-0,FOXO1,-1025547,-,CDX2,-13722776,-,WHOLE BLOOD
chr8,41706740,41707004,265,-,hg38,71,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr8-41707004,TRUE,ANK1,-,FALSE,TRUE,-0,KAT6A,222473,-,MYC,-86028428,+,WHOLE BLOOD
chr17,41760748,41760884,137,+,hg38,156,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+41760748,TRUE,JUP,-,FALSE,FALSE,-0,KLHL10,-74935,+,None.found,Inf,None.found,WHOLE BLOOD
chr17,41783570,41784025,456,+,hg38,7,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+41783570,TRUE,JUP,-,FALSE,FALSE,0,KLHL10,-52113,+,None.found,Inf,None.found,WHOLE BLOOD
chr15,41789169,41789435,267,+,hg38,79,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr15+41789169,TRUE,MAPKBP1,+,FALSE,TRUE,0,TYRO3,209830,+,None.found,Inf,None.found,WHOLE BLOOD
chr17,41829889,41830098,210,+,hg38,11,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+41829889,TRUE,NT5C3B,-,FALSE,FALSE,-0,KLHL10,-5794,+,None.found,Inf,None.found,WHOLE BLOOD
chr17,41848054,41848451,398,+,hg38,12,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+41848054,TRUE,KLHL10,+,TRUE,TRUE,-0,KLHL10,-0,+,None.found,Inf,None.found,WHOLE BLOOD
chr17,41875785,41875843,59,+,hg38,1,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+41875785,TRUE,ACLY,-,FALSE,FALSE,-0,KLHL10,27416,+,None.found,Inf,None.found,WHOLE BLOOD
chr17,41997699,41997936,238,+,hg38,135,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+41997699,TRUE,DNAJC7,-,FALSE,FALSE,0,RAB5C,127275,-,None.found,Inf,None.found,WHOLE BLOOD
chr19,42013760,42013892,133,-,hg38,87,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19-42013892,TRUE,GRIK5,-,FALSE,TRUE,-0,POU2F2,72216,-,JUND,-23732235,-,WHOLE BLOOD
chr8,42015983,42016203,221,+,hg38,81,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr8+42015983,TRUE,KAT6A,-,FALSE,FALSE,0,KAT6A,0,-,MYC,-85719449,+,WHOLE BLOOD
chr21,42226400,42226632,233,+,hg38,113,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr21+42226400,TRUE,ABCG1,+,FALSE,TRUE,0,TFF3,85265,-,RUNX1,-7177101,-,WHOLE BLOOD
chr22,42232303,42232526,224,+,hg38,2,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr22+42232303,TRUE,TCF20,-,FALSE,FALSE,0,CYP2D6,-101421,-,BCR,18914265,+,WHOLE BLOOD
chr17,42233650,42233860,211,-,hg38,45,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17-42233860,TRUE,STAT5B,-,FALSE,TRUE,-0,STAT5B,-0,-,None.found,Inf,None.found,WHOLE BLOOD
chr12,42419905,42420216,312,+,hg38,11,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr12+42419905,TRUE,PPHLN1,+,FALSE,TRUE,-0,ARID2,-3309802,+,ETV6,30524502,+,WHOLE BLOOD
chr6,42422338,42422534,197,-,hg38,2,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr6-42422534,TRUE,TRERF1,-,FALSE,TRUE,0,CCND3,-373639,-,BRD2,9441028,+,WHOLE BLOOD
chr19,42493139,42493412,274,+,hg38,95,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19+42493139,TRUE,LIPE-AS1,+,FALSE,TRUE,0,CEACAM1,14165,-,JUND,-24211482,-,WHOLE BLOOD
chr8,42496170,42496306,137,-,hg38,121,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr8-42496306,TRUE,SLC20A2,-,FALSE,TRUE,0,AP3M2,325122,+,MYC,-85239126,+,WHOLE BLOOD
chr15,42509221,42509546,326,+,hg38,49,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr15+42509221,TRUE,SNAP23,+,FALSE,TRUE,0,TYRO3,929882,+,None.found,Inf,None.found,WHOLE BLOOD
chr14,42668746,42669170,425,+,hg38,17,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr14+42668746,FALSE,LRFN5,+,FALSE,TRUE,764196,FSCB,1835401,-,TCL1A,53041219,-,WHOLE BLOOD
chr22,42933303,42933425,123,+,hg38,16,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr22+42933303,TRUE,PACSIN2,-,FALSE,FALSE,-0,PACSIN2,-0,-,BCR,19615265,+,WHOLE BLOOD
chr3,43434595,43434673,79,-,hg38,265,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr3-43434673,TRUE,ANO10,-,FALSE,TRUE,-0,ZNF35,-1214066,+,None.found,Inf,None.found,WHOLE BLOOD
chr3,43478220,43478309,90,+,hg38,55,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr3+43478220,TRUE,ANO10,-,FALSE,FALSE,-0,ZNF35,-1170519,+,None.found,Inf,None.found,WHOLE BLOOD
chr9,43509871,43510227,357,+,hg38,2,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr9+43509871,FALSE,XLOC_007697,+,FALSE,TRUE,720262,PAX5,-6475391,-,JAK2,38381687,+,WHOLE BLOOD
chr2,43513741,43513792,52,-,hg38,286,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr2-43513792,TRUE,THADA,-,FALSE,TRUE,0,THADA,0,-,BCL11A,16937373,-,WHOLE BLOOD
chr21,43598719,43599126,408,+,hg38,8,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr21+43598719,TRUE,HSF2BP,-,FALSE,FALSE,0,PDXK,-120376,+,RUNX1,-8549420,-,WHOLE BLOOD
chr1,43773255,43773289,35,-,hg38,174,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr1-43773289,TRUE,ST3GAL3,+,FALSE,FALSE,0,CDC20,410085,+,TAL1,3442999,-,WHOLE BLOOD
chr1,43827425,43827898,474,-,hg38,3,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr1-43827898,TRUE,ST3GAL3,+,FALSE,FALSE,-0,CDC20,464694,+,TAL1,3388390,-,WHOLE BLOOD
chr15,43843432,43843470,39,+,hg38,5,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr15+43843432,TRUE,WDR76,+,FALSE,TRUE,0,B2M,-868053,+,None.found,Inf,None.found,WHOLE BLOOD
chr15,43843432,43843472,41,+,hg38,376,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr15+43843432,TRUE,WDR76,+,FALSE,TRUE,0,B2M,-868053,+,None.found,Inf,None.found,WHOLE BLOOD
chr19,43927891,43928027,137,+,hg38,167,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19+43927891,TRUE,ZNF45,-,FALSE,FALSE,0,PLAUR,-257544,-,JUND,-25646234,-,WHOLE BLOOD
chr17,44116140,44116467,328,-,hg38,29,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17-44116467,TRUE,"HDAC5,LOC105371789","-,+",FALSE,FALSE,0,PYY,-111997,-,None.found,Inf,None.found,WHOLE BLOOD
chr17,44466505,44466604,100,+,hg38,74,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+44466505,TRUE,GPATCH8,-,FALSE,FALSE,0,GRN,113398,+,None.found,Inf,None.found,WHOLE BLOOD
chr19,44479504,44479716,213,+,hg38,122,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19+44479504,TRUE,ZNF180,-,FALSE,FALSE,-0,BCL3,-269215,+,JUND,-26197847,-,WHOLE BLOOD
chr17,44481153,44481363,211,-,hg38,99,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17-44481363,TRUE,GPATCH8,-,FALSE,TRUE,0,GRN,128256,+,None.found,Inf,None.found,WHOLE BLOOD
chr15,44509578,44509852,275,-,hg38,1,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr15-44509852,TRUE,CTDSPL2,+,FALSE,FALSE,-0,B2M,-201633,+,None.found,Inf,None.found,WHOLE BLOOD
chr3,44638160,44638304,145,-,hg38,157,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr3-44638304,TRUE,"ZNF660-ZNF197,ZNF197","+,+",FALSE,FALSE,0,ZNF35,-10435,+,None.found,Inf,None.found,WHOLE BLOOD
chr4,44657842,44658189,348,-,hg38,11,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr4-44658189,FALSE,YIPF7,-,FALSE,TRUE,-6547,PHOX2B,-2909218,-,RAP1GDS1,-53603185,+,WHOLE BLOOD
chr19,44701271,44701645,375,-,hg38,13,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19-44701645,TRUE,CEACAM16,+,FALSE,FALSE,0,BCL3,-47074,+,JUND,-26419988,-,WHOLE BLOOD
chr5,44744185,44744314,130,-,hg38,64,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr5-44744314,FALSE,MRPS30-DT,-,FALSE,TRUE,12,FGF10,-355631,-,TLX3,-126564968,+,WHOLE BLOOD
chrX,44966388,44966660,273,+,hg38,81,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chrX+44966388,TRUE,KDM6A,+,FALSE,TRUE,0,KDM6A,0,+,MTCP1,110097644,-,WHOLE BLOOD
chr19,44968315,44968622,308,+,hg38,43,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19+44968315,TRUE,CLPTM1,+,FALSE,TRUE,0,RELB,-33132,+,JUND,-26686658,-,WHOLE BLOOD
chrX,45012573,45012886,314,+,hg38,37,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chrX+45012573,TRUE,KDM6A,+,FALSE,TRUE,-0,KDM6A,-0,+,MTCP1,110051459,-,WHOLE BLOOD
chr20,45021682,45021814,133,-,hg38,275,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr20-45021814,TRUE,STK4,+,FALSE,FALSE,0,STK4,0,+,None.found,Inf,None.found,WHOLE BLOOD
chr17,45065744,45066055,312,+,hg38,1,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+45065744,TRUE,NMT1,+,FALSE,TRUE,0,NMT1,0,+,None.found,Inf,None.found,WHOLE BLOOD
chr21,45121012,45121143,132,-,hg38,118,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr21-45121143,TRUE,ADARB1,+,FALSE,FALSE,0,PTTG1IP,-247239,-,RUNX1,-10071844,-,WHOLE BLOOD
chr21,45216868,45217076,209,+,hg38,92,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr21+45216868,TRUE,ADARB1,+,FALSE,TRUE,-0,SLC19A1,295697,-,RUNX1,-10167569,-,WHOLE BLOOD
chr20,45331936,45332023,88,+,hg38,82,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr20+45331936,TRUE,SDC4,-,FALSE,FALSE,-0,SDC4,-0,-,None.found,Inf,None.found,WHOLE BLOOD
chr6,45351635,45351967,333,+,hg38,18,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr6+45351635,TRUE,"SUPT3H,RUNX2","-,+",FALSE,FALSE,0,RUNX2,0,+,BRD2,12370129,+,WHOLE BLOOD
chr22,45699821,45699980,160,+,hg38,53,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr22+45699821,TRUE,ATXN10,+,FALSE,TRUE,0,FBLN1,98686,+,BCR,22381783,+,WHOLE BLOOD
chr19,45840174,45840455,282,-,hg38,12,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19-45840455,TRUE,SYMPK,-,FALSE,TRUE,0,FOSB,365275,+,JUND,-27558798,-,WHOLE BLOOD
chr13,46022228,46022487,260,+,hg38,77,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr13+46022228,TRUE,ZC3H13,-,FALSE,FALSE,0,LCP1,103693,-,CDX2,-18052859,-,WHOLE BLOOD
chr11,46078769,46078920,152,+,hg38,96,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr11+46078769,TRUE,PHF21A,-,FALSE,FALSE,0,CREB3L1,-198867,+,LMO2,-12186479,-,WHOLE BLOOD
chr17,46091629,46091885,257,-,hg38,73,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17-46091885,TRUE,KANSL1,-,FALSE,TRUE,-0,WNT3,670619,-,None.found,Inf,None.found,WHOLE BLOOD
chr17,46116870,46116996,127,-,hg38,1,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17-46116996,TRUE,KANSL1,-,FALSE,TRUE,-0,WNT3,645508,-,None.found,Inf,None.found,WHOLE BLOOD
chr17,46116873,46116996,124,-,hg38,112,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17-46116996,TRUE,KANSL1,-,FALSE,TRUE,-0,WNT3,645508,-,None.found,Inf,None.found,WHOLE BLOOD
chr6,46146552,46146757,206,+,hg38,137,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr6+46146552,TRUE,ENPP4,+,TRUE,TRUE,-0,RUNX2,595469,+,BRD2,13165046,+,WHOLE BLOOD
chr17,46150343,46150391,49,+,hg38,332,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+46150343,TRUE,KANSL1,-,FALSE,FALSE,0,WNT3,612161,-,None.found,Inf,None.found,WHOLE BLOOD
chr17,46153191,46153272,82,-,hg38,25,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17-46153272,TRUE,KANSL1,-,FALSE,TRUE,0,WNT3,609232,-,None.found,Inf,None.found,WHOLE BLOOD
chr17,46166781,46167107,327,+,hg38,35,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17+46166781,TRUE,KANSL1,-,FALSE,FALSE,0,WNT3,595723,-,None.found,Inf,None.found,WHOLE BLOOD
chr14,46217141,46217171,31,-,hg38,206,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr14-46217171,TRUE,LINC00871,+,FALSE,FALSE,0,FSCB,-1709874,-,TCL1A,49492794,-,WHOLE BLOOD
chr7,46719911,46720143,233,+,hg38,33,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr7+46719911,FALSE,LOC730338,-,FALSE,FALSE,-22788,IGFBP3,-798638,-,None.found,Inf,None.found,WHOLE BLOOD
chr11,46816362,46816558,197,-,hg38,19,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr11-46816558,TRUE,CKAP5,-,FALSE,TRUE,0,DDB2,-398382,+,LMO2,-12924268,-,WHOLE BLOOD
chrX,46860328,46860626,299,-,hg38,44,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chrX-46860626,TRUE,RP2,+,FALSE,FALSE,-0,CDK16,-357501,+,MTCP1,108203406,-,WHOLE BLOOD
chr3,46942789,46943091,303,+,hg38,21,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr3+46942789,TRUE,CCDC12,-,FALSE,FALSE,-0,SETD2,73617,-,None.found,Inf,None.found,WHOLE BLOOD
chr19,46972757,46973042,286,-,hg38,1,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19-46973042,TRUE,ARHGAP35,+,FALSE,FALSE,-0,BBC3,247778,-,JUND,-28691385,-,WHOLE BLOOD
chrX,47009971,47010091,121,+,hg38,81,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chrX+47009971,TRUE,JADE3,+,FALSE,TRUE,-0,CDK16,-208156,+,MTCP1,108054061,-,WHOLE BLOOD
chr3,47025688,47025857,170,+,hg38,124,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr3+47025688,TRUE,SETD2,-,FALSE,FALSE,-0,SETD2,-0,-,None.found,Inf,None.found,WHOLE BLOOD
chr13,47043665,47043707,43,+,hg38,105,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr13+47043665,FALSE,HTR2A,-,FALSE,FALSE,-146588,LCP1,-861340,-,CDX2,-19074296,-,WHOLE BLOOD
chr2,47045611,47045768,158,-,hg38,114,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr2-47045768,TRUE,TTC7A,+,FALSE,FALSE,-0,EPCAM,-323378,+,BCL11A,13405397,-,WHOLE BLOOD
chr19,47102065,47102207,143,+,hg38,14,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19+47102065,TRUE,ZC3H4,-,FALSE,FALSE,0,BBC3,118755,-,JUND,-28820408,-,WHOLE BLOOD
chr3,47122702,47123111,410,+,hg38,2,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr3+47122702,TRUE,SETD2,-,TRUE,FALSE,0,SETD2,0,-,None.found,Inf,None.found,WHOLE BLOOD
chr3,47172167,47172476,310,+,hg38,72,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr3+47172167,TRUE,KIF9-AS1,+,FALSE,TRUE,0,SETD2,-8189,-,None.found,Inf,None.found,WHOLE BLOOD
chr19,47175767,47176055,289,-,hg38,68,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19-47176055,TRUE,SAE1,+,FALSE,FALSE,-0,BBC3,44765,-,JUND,-28894398,-,WHOLE BLOOD
chr19,47195524,47195685,162,-,hg38,17,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr19-47195685,TRUE,SAE1,+,FALSE,FALSE,-0,BBC3,25135,-,JUND,-28914028,-,WHOLE BLOOD
chr16,47200433,47200499,67,+,hg38,15,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr16+47200433,TRUE,ITFG1,-,FALSE,FALSE,-0,ZNF423,2287096,-,None.found,Inf,None.found,WHOLE BLOOD
chrX,47345651,47345992,342,-,hg38,10,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chrX-47345992,FALSE,ZNF157,+,FALSE,FALSE,-24606,CDK16,115994,+,MTCP1,107718040,-,WHOLE BLOOD
chr17,47374267,47374575,309,-,hg38,79,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr17-47374575,TRUE,EFCAB13,+,TRUE,FALSE,0,CDC27,-185235,-,None.found,Inf,None.found,WHOLE BLOOD
chr20,47504338,47504697,360,+,hg38,4,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr20+47504338,TRUE,NCOA3,+,FALSE,TRUE,0,NCOA3,0,+,None.found,Inf,None.found,WHOLE BLOOD
chr4,47518062,47518183,122,+,hg38,116,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr4+47518062,TRUE,ATP10D,+,FALSE,TRUE,0,TEC,617719,-,RAP1GDS1,-50743312,+,WHOLE BLOOD
chr6,47596618,47596870,253,+,hg38,85,p304002,GTSP5833-2,GTSP5833,UNS,0,0,Illumina,chr6+47596618,TRUE,CD2AP,+,FALSE,TRUE,-0,RUNX2,2045535,+,BRD2,14615112,+,WHOLE BLOOD
